index,commission,entrust_action,entrust_no,fill_date,fill_no,fill_price,fill_size,fill_time,symbol,task_id,trade_date
426,0.0,Buy,428,20180228,201802280427,12.18,45200.0,143000,600037.SH,201802280037,20180228
427,0.0,Buy,421,20180228,201802280428,23.74,21900.0,143000,000581.SZ,201802280037,20180228
428,0.0,Sell,432,20180228,201802280429,13.49,510500.0,143000,600329.SH,201802280037,20180228
429,0.0,Buy,429,20180228,201802280430,23.59,28900.0,143000,002440.SZ,201802280037,20180228
430,0.0,Buy,419,20180228,201802280431,20.42,23000.0,143000,600195.SH,201802280037,20180228
431,0.0,Buy,426,20180228,201802280432,8.73,53300.0,143000,000541.SZ,201802280037,20180228
432,0.0,Sell,436,20180301,201803010433,4.58,92400.0,143000,600582.SH,201803010038,20180301
433,0.0,Sell,435,20180301,201803010434,23.7,20300.0,143000,000581.SZ,201803010038,20180301
434,0.0,Sell,441,20180301,201803010435,11.05,47100.0,143000,002233.SZ,201803010038,20180301
435,0.0,Sell,438,20180301,201803010436,12.58,50100.0,143000,601311.SH,201803010038,20180301
436,0.0,Sell,439,20180301,201803010437,22.34,23500.0,143000,600062.SH,201803010038,20180301
437,0.0,Buy,446,20180301,201803010438,13.58,507100.0,143000,600329.SH,201803010038,20180301
438,0.0,Sell,434,20180301,201803010439,6.8,79300.0,143000,600757.SH,201803010038,20180301
439,0.0,Sell,437,20180301,201803010440,11.57,59900.0,143000,000400.SZ,201803010038,20180301
440,0.0,Sell,442,20180301,201803010441,12.27,48400.0,143000,600037.SH,201803010038,20180301
441,0.0,Sell,445,20180301,201803010442,16.65,27100.0,143000,000887.SZ,201803010038,20180301
442,0.0,Sell,440,20180301,201803010443,8.78,57200.0,143000,000541.SZ,201803010038,20180301
443,0.0,Sell,433,20180301,201803010444,20.38,25000.0,143000,600195.SH,201803010038,20180301
444,0.0,Sell,443,20180301,201803010445,23.93,21900.0,143000,002440.SZ,201803010038,20180301
445,0.0,Sell,444,20180301,201803010446,13.91,37800.0,143000,600633.SH,201803010038,20180301
446,0.0,Buy,447,20180302,201803020447,20.13,32900.0,143000,600195.SH,201803020039,20180302
447,0.0,Buy,451,20180302,201803020448,11.67,54100.0,143000,000400.SZ,201803020039,20180302
448,0.0,Buy,453,20180302,201803020449,22.11,30400.0,143000,600062.SH,201803020039,20180302
449,0.0,Buy,449,20180302,201803020450,23.57,26500.0,143000,000581.SZ,201803020039,20180302
450,0.0,Buy,457,20180302,201803020451,24.19,14800.0,143000,002440.SZ,201803020039,20180302
451,0.0,Sell,460,20180302,201803020452,13.51,507100.0,143000,600329.SH,201803020039,20180302
452,0.0,Sell,456,20180302,201803020453,13.28,10500.0,143000,600037.SH,201803020039,20180302
453,0.0,Buy,450,20180302,201803020454,4.57,127700.0,143000,600582.SH,201803020039,20180302
454,0.0,Buy,459,20180302,201803020455,16.64,32500.0,143000,000887.SZ,201803020039,20180302
455,0.0,Buy,458,20180302,201803020456,14.01,35100.0,143000,600633.SH,201803020039,20180302
456,0.0,Buy,448,20180302,201803020457,6.79,88700.0,143000,600757.SH,201803020039,20180302
457,0.0,Buy,452,20180302,201803020458,12.46,47500.0,143000,601311.SH,201803020039,20180302
458,0.0,Buy,454,20180302,201803020459,8.73,69300.0,143000,000541.SZ,201803020039,20180302
459,0.0,Buy,455,20180302,201803020460,10.96,56600.0,143000,002233.SZ,201803020039,20180302
460,0.0,Buy,469,20180305,201803050461,10.94,54600.0,143000,002233.SZ,201803050040,20180305
461,0.0,Buy,470,20180305,201803050462,13.19,55600.0,143000,600037.SH,201803050040,20180305
462,0.0,Buy,464,20180305,201803050463,4.55,135300.0,143000,600582.SH,201803050040,20180305
463,0.0,Buy,462,20180305,201803050464,6.8,72400.0,143000,600757.SH,201803050040,20180305
464,0.0,Buy,465,20180305,201803050465,11.59,49800.0,143000,000400.SZ,201803050040,20180305
465,0.0,Buy,461,20180305,201803050466,20.53,14500.0,143000,600195.SH,201803050040,20180305
466,0.0,Buy,467,20180305,201803050467,21.76,32200.0,143000,600062.SH,201803050040,20180305
467,0.0,Buy,468,20180305,201803050468,8.74,66200.0,143000,000541.SZ,201803050040,20180305
468,0.0,Buy,466,20180305,201803050469,12.51,48800.0,143000,601311.SH,201803050040,20180305
469,0.0,Buy,471,20180305,201803050470,23.74,43500.0,143000,002440.SZ,201803050040,20180305
470,0.0,Sell,472,20180305,201803050471,13.91,530600.0,143000,600633.SH,201803050040,20180305
471,0.0,Buy,473,20180305,201803050472,16.51,35800.0,143000,000887.SZ,201803050040,20180305
472,0.0,Buy,463,20180305,201803050473,23.69,23000.0,143000,000581.SZ,201803050040,20180305
473,0.0,Sell,484,20180306,201803060474,23.47,45300.0,143000,002440.SZ,201803060041,20180306
474,0.0,Sell,474,20180306,201803060475,20.78,21400.0,143000,600195.SH,201803060041,20180306
475,0.0,Buy,485,20180306,201803060476,14.12,535800.0,143000,600633.SH,201803060041,20180306
476,0.0,Sell,480,20180306,201803060477,22.61,41800.0,143000,600062.SH,201803060041,20180306
477,0.0,Sell,476,20180306,201803060478,23.73,23700.0,143000,000581.SZ,201803060041,20180306
478,0.0,Sell,477,20180306,201803060479,4.56,127900.0,143000,600582.SH,201803060041,20180306
479,0.0,Sell,482,20180306,201803060480,11.1,61300.0,143000,002233.SZ,201803060041,20180306
480,0.0,Sell,475,20180306,201803060481,6.86,74700.0,143000,600757.SH,201803060041,20180306
481,0.0,Sell,481,20180306,201803060482,8.87,70400.0,143000,000541.SZ,201803060041,20180306
482,0.0,Sell,483,20180306,201803060483,13.25,32400.0,143000,600037.SH,201803060041,20180306
483,0.0,Sell,478,20180306,201803060484,11.58,45900.0,143000,000400.SZ,201803060041,20180306
484,0.0,Sell,479,20180306,201803060485,12.52,39500.0,143000,601311.SH,201803060041,20180306
485,0.0,Sell,486,20180306,201803060486,16.87,36900.0,143000,000887.SZ,201803060041,20180306
486,0.0,Buy,493,20180307,201803070487,22.94,24200.0,143000,600062.SH,201803070042,20180307
487,0.0,Buy,490,20180307,201803070488,4.57,140700.0,143000,600582.SH,201803070042,20180307
488,0.0,Sell,498,20180307,201803070489,14.05,535800.0,143000,600633.SH,201803070042,20180307
489,0.0,Buy,487,20180307,201803070490,21.36,13800.0,143000,600195.SH,201803070042,20180307
490,0.0,Buy,489,20180307,201803070491,23.69,29400.0,143000,000581.SZ,201803070042,20180307
491,0.0,Buy,495,20180307,201803070492,11.1,60800.0,143000,002233.SZ,201803070042,20180307
492,0.0,Buy,491,20180307,201803070493,11.62,56700.0,143000,000400.SZ,201803070042,20180307
493,0.0,Buy,497,20180307,201803070494,24.05,36300.0,143000,002440.SZ,201803070042,20180307
494,0.0,Buy,492,20180307,201803070495,12.63,35200.0,143000,601311.SH,201803070042,20180307
495,0.0,Buy,496,20180307,201803070496,13.17,56400.0,143000,600037.SH,201803070042,20180307
496,0.0,Buy,499,20180307,201803070497,16.79,40600.0,143000,000887.SZ,201803070042,20180307
497,0.0,Buy,488,20180307,201803070498,6.87,84000.0,143000,600757.SH,201803070042,20180307
498,0.0,Buy,494,20180307,201803070499,8.85,70600.0,143000,000541.SZ,201803070042,20180307
499,0.0,Sell,504,20180308,201803080500,11.53,52600.0,143000,000400.SZ,201803080043,20180308
500,0.0,Sell,507,20180308,201803080501,8.81,64900.0,143000,000541.SZ,201803080043,20180308
501,0.0,Sell,503,20180308,201803080502,4.53,118900.0,143000,600582.SH,201803080043,20180308
502,0.0,Sell,510,20180308,201803080503,23.69,23400.0,143000,002440.SZ,201803080043,20180308
503,0.0,Sell,509,20180308,201803080504,12.97,45000.0,143000,600037.SH,201803080043,20180308
504,0.0,Sell,502,20180308,201803080505,23.77,30100.0,143000,000581.SZ,201803080043,20180308
505,0.0,Sell,500,20180308,201803080506,21.86,29400.0,143000,600195.SH,201803080043,20180308
506,0.0,Sell,506,20180308,201803080507,23.36,34200.0,143000,600062.SH,201803080043,20180308
507,0.0,Sell,508,20180308,201803080508,11.17,63600.0,143000,002233.SZ,201803080043,20180308
508,0.0,Sell,505,20180308,201803080509,12.61,43300.0,143000,601311.SH,201803080043,20180308
509,0.0,Buy,511,20180308,201803080510,13.91,546200.0,143000,600633.SH,201803080043,20180308
510,0.0,Sell,512,20180308,201803080511,16.92,43700.0,143000,000887.SZ,201803080043,20180308
511,0.0,Sell,501,20180308,201803080512,6.85,80100.0,143000,600757.SH,201803080043,20180308
512,0.0,Sell,514,20180309,201803090513,6.9,74700.0,143000,600757.SH,201803090044,20180309
513,0.0,Sell,516,20180309,201803090514,4.55,109900.0,143000,600582.SH,201803090044,20180309
514,0.0,Sell,525,20180309,201803090515,17.35,37500.0,143000,000887.SZ,201803090044,20180309
515,0.0,Sell,518,20180309,201803090516,12.87,48200.0,143000,601311.SH,201803090044,20180309
516,0.0,Sell,517,20180309,201803090517,12.02,62300.0,143000,000400.SZ,201803090044,20180309
517,0.0,Buy,526,20180309,201803090518,14.21,498300.0,143000,600329.SH,201803090044,20180309
518,0.0,Sell,522,20180309,201803090519,13.17,40000.0,143000,600037.SH,201803090044,20180309
519,0.0,Sell,520,20180309,201803090520,8.9,59100.0,143000,000541.SZ,201803090044,20180309
520,0.0,Sell,521,20180309,201803090521,11.24,44500.0,143000,002233.SZ,201803090044,20180309
521,0.0,Sell,515,20180309,201803090522,23.94,20100.0,143000,000581.SZ,201803090044,20180309
522,0.0,Sell,523,20180309,201803090523,23.33,16600.0,143000,002440.SZ,201803090044,20180309
523,0.0,Sell,513,20180309,201803090524,21.78,23200.0,143000,600195.SH,201803090044,20180309
524,0.0,Sell,519,20180309,201803090525,23.47,17600.0,143000,600062.SH,201803090044,20180309
525,0.0,Sell,524,20180309,201803090526,14.3,51300.0,143000,600633.SH,201803090044,20180309
526,0.0,Buy,528,20180312,201803120527,6.98,85200.0,143000,600757.SH,201803120045,20180312
527,0.0,Buy,530,20180312,201803120528,4.59,125700.0,143000,600582.SH,201803120045,20180312
528,0.0,Sell,538,20180312,201803120529,14.53,494900.0,143000,600633.SH,201803120045,20180312
529,0.0,Buy,540,20180312,201803120530,14.28,46300.0,143000,600329.SH,201803120045,20180312
530,0.0,Buy,533,20180312,201803120531,23.8,24800.0,143000,600062.SH,201803120045,20180312
531,0.0,Buy,535,20180312,201803120532,11.57,37300.0,143000,002233.SZ,201803120045,20180312
532,0.0,Buy,529,20180312,201803120533,24.28,20700.0,143000,000581.SZ,201803120045,20180312
533,0.0,Buy,527,20180312,201803120534,22.22,26200.0,143000,600195.SH,201803120045,20180312
534,0.0,Buy,537,20180312,201803120535,23.67,18900.0,143000,002440.SZ,201803120045,20180312
535,0.0,Buy,531,20180312,201803120536,12.1,48600.0,143000,000400.SZ,201803120045,20180312
536,0.0,Buy,534,20180312,201803120537,8.97,69700.0,143000,000541.SZ,201803120045,20180312
537,0.0,Buy,536,20180312,201803120538,13.34,38400.0,143000,600037.SH,201803120045,20180312
538,0.0,Buy,532,20180312,201803120539,13.16,42500.0,143000,601311.SH,201803120045,20180312
539,0.0,Buy,539,20180312,201803120540,17.77,30300.0,143000,000887.SZ,201803120045,20180312
540,0.0,Sell,549,20180313,201803130541,11.71,668400.0,143000,002233.SZ,201803130046,20180313
541,0.0,Buy,553,20180313,201803130542,14.07,105000.0,143000,600329.SH,201803130046,20180313
542,0.0,Buy,542,20180313,201803130543,7.0,188600.0,143000,600757.SH,201803130046,20180313
543,0.0,Buy,547,20180313,201803130544,23.25,67200.0,143000,600062.SH,201803130046,20180313
544,0.0,Buy,543,20180313,201803130545,24.38,57200.0,143000,000581.SZ,201803130046,20180313
545,0.0,Buy,551,20180313,201803130546,23.4,70400.0,143000,002440.SZ,201803130046,20180313
546,0.0,Buy,546,20180313,201803130547,13.03,108300.0,143000,601311.SH,201803130046,20180313
547,0.0,Buy,541,20180313,201803130548,22.4,52300.0,143000,600195.SH,201803130046,20180313
548,0.0,Buy,550,20180313,201803130549,13.23,110500.0,143000,600037.SH,201803130046,20180313
549,0.0,Sell,552,20180313,201803130550,17.82,438500.0,143000,000887.SZ,201803130046,20180313
550,0.0,Buy,545,20180313,201803130551,12.05,114400.0,143000,000400.SZ,201803130046,20180313
551,0.0,Buy,548,20180313,201803130552,8.95,155800.0,143000,000541.SZ,201803130046,20180313
552,0.0,Buy,544,20180313,201803130553,4.59,298700.0,143000,600582.SH,201803130046,20180313
553,0.0,Sell,554,20180314,201803140554,22.15,26200.0,143000,600195.SH,201803140047,20180314
554,0.0,Sell,555,20180314,201803140555,6.92,100200.0,143000,600757.SH,201803140047,20180314
555,0.0,Sell,557,20180314,201803140556,4.55,160500.0,143000,600582.SH,201803140047,20180314
556,0.0,Sell,565,20180314,201803140557,13.94,51600.0,143000,600329.SH,201803140047,20180314
557,0.0,Sell,564,20180314,201803140558,23.4,34800.0,143000,002440.SZ,201803140047,20180314
558,0.0,Sell,559,20180314,201803140559,13.15,64700.0,143000,601311.SH,201803140047,20180314
559,0.0,Sell,560,20180314,201803140560,23.13,36300.0,143000,600062.SH,201803140047,20180314
560,0.0,Sell,563,20180314,201803140561,13.06,62700.0,143000,600037.SH,201803140047,20180314
561,0.0,Sell,558,20180314,201803140562,12.11,64100.0,143000,000400.SZ,201803140047,20180314
562,0.0,Sell,556,20180314,201803140563,24.06,30200.0,143000,000581.SZ,201803140047,20180314
563,0.0,Buy,562,20180314,201803140564,11.89,693500.0,143000,002233.SZ,201803140047,20180314
564,0.0,Sell,561,20180314,201803140565,8.88,87600.0,143000,000541.SZ,201803140047,20180314
565,0.0,Sell,568,20180315,201803150566,23.83,46400.0,143000,000581.SZ,201803150048,20180315
566,0.0,Sell,579,20180315,201803150567,13.79,82600.0,143000,600329.SH,201803150048,20180315
567,0.0,Sell,570,20180315,201803150568,11.83,89300.0,143000,000400.SZ,201803150048,20180315
568,0.0,Sell,573,20180315,201803150569,8.79,129300.0,143000,000541.SZ,201803150048,20180315
569,0.0,Sell,566,20180315,201803150570,22.14,55800.0,143000,600195.SH,201803150048,20180315
570,0.0,Sell,569,20180315,201803150571,4.49,245700.0,143000,600582.SH,201803150048,20180315
571,0.0,Sell,567,20180315,201803150572,6.82,165700.0,143000,600757.SH,201803150048,20180315
572,0.0,Sell,575,20180315,201803150573,13.15,93700.0,143000,600037.SH,201803150048,20180315
573,0.0,Buy,578,20180315,201803150574,17.54,400600.0,143000,000887.SZ,201803150048,20180315
574,0.0,Sell,576,20180315,201803150575,23.55,57100.0,143000,002440.SZ,201803150048,20180315
575,0.0,Sell,571,20180315,201803150576,12.99,96300.0,143000,601311.SH,201803150048,20180315
576,0.0,Buy,577,20180315,201803150577,13.86,512400.0,143000,600633.SH,201803150048,20180315
577,0.0,Sell,574,20180315,201803150578,11.82,94100.0,143000,002233.SZ,201803150048,20180315
578,0.0,Sell,572,20180315,201803150579,23.58,56900.0,143000,600062.SH,201803150048,20180315
579,0.0,Buy,581,20180316,201803160580,6.93,161200.0,143000,600757.SH,201803160049,20180316
580,0.0,Buy,583,20180316,201803160581,4.46,278500.0,143000,600582.SH,201803160049,20180316
581,0.0,Buy,584,20180316,201803160582,11.9,95300.0,143000,000400.SZ,201803160049,20180316
582,0.0,Buy,580,20180316,201803160583,21.72,60300.0,143000,600195.SH,201803160049,20180316
583,0.0,Buy,591,20180316,201803160584,14.31,68400.0,143000,600633.SH,201803160049,20180316
584,0.0,Buy,589,20180316,201803160585,13.38,82400.0,143000,600037.SH,201803160049,20180316
585,0.0,Buy,590,20180316,201803160586,23.04,63900.0,143000,002440.SZ,201803160049,20180316
586,0.0,Buy,582,20180316,201803160587,23.72,54400.0,143000,000581.SZ,201803160049,20180316
587,0.0,Sell,586,20180316,201803160588,23.87,301700.0,143000,600062.SH,201803160049,20180316
588,0.0,Buy,587,20180316,201803160589,8.77,141100.0,143000,000541.SZ,201803160049,20180316
589,0.0,Buy,588,20180316,201803160590,11.57,117100.0,143000,002233.SZ,201803160049,20180316
590,0.0,Buy,593,20180316,201803160591,13.8,83000.0,143000,600329.SH,201803160049,20180316
591,0.0,Buy,585,20180316,201803160592,13.24,72200.0,143000,601311.SH,201803160049,20180316
592,0.0,Sell,592,20180316,201803160593,17.72,400600.0,143000,000887.SZ,201803160049,20180316
593,0.0,Sell,603,20180319,201803190594,13.28,43800.0,143000,600037.SH,201803190050,20180319
594,0.0,Sell,598,20180319,201803190595,4.4,116100.0,143000,600582.SH,201803190050,20180319
595,0.0,Sell,600,20180319,201803190596,13.43,48600.0,143000,601311.SH,201803190050,20180319
596,0.0,Sell,594,20180319,201803190597,21.85,33100.0,143000,600195.SH,201803190050,20180319
597,0.0,Sell,601,20180319,201803190598,8.77,78200.0,143000,000541.SZ,201803190050,20180319
598,0.0,Sell,604,20180319,201803190599,22.53,27400.0,143000,002440.SZ,201803190050,20180319
599,0.0,Sell,596,20180319,201803190600,6.9,91900.0,143000,600757.SH,201803190050,20180319
600,0.0,Sell,599,20180319,201803190601,11.86,52500.0,143000,000400.SZ,201803190050,20180319
601,0.0,Sell,605,20180319,201803190602,14.37,580800.0,143000,600633.SH,201803190050,20180319
602,0.0,Sell,597,20180319,201803190603,23.45,26600.0,143000,000581.SZ,201803190050,20180319
603,0.0,Sell,607,20180319,201803190604,13.97,56000.0,143000,600329.SH,201803190050,20180319
604,0.0,Buy,595,20180319,201803190605,24.53,311300.0,143000,600750.SH,201803190050,20180319
605,0.0,Sell,602,20180319,201803190606,11.36,43900.0,143000,002233.SZ,201803190050,20180319
606,0.0,Buy,606,20180319,201803190607,17.55,433000.0,143000,000887.SZ,201803190050,20180319
607,0.0,Buy,619,20180320,201803200608,22.59,2000.0,143000,002440.SZ,201803200051,20180320
608,0.0,Sell,621,20180320,201803200609,14.26,6500.0,143000,600329.SH,201803200051,20180320
609,0.0,Sell,611,20180320,201803200610,23.53,100.0,143000,000581.SZ,201803200051,20180320
610,0.0,Buy,610,20180320,201803200611,6.8,14300.0,143000,600757.SH,201803200051,20180320
611,0.0,Sell,609,20180320,201803200612,25.77,20900.0,143000,600750.SH,201803200051,20180320
612,0.0,Buy,616,20180320,201803200613,11.38,3100.0,143000,002233.SZ,201803200051,20180320
613,0.0,Buy,615,20180320,201803200614,8.64,17800.0,143000,000541.SZ,201803200051,20180320
614,0.0,Sell,608,20180320,201803200615,22.32,4500.0,143000,600195.SH,201803200051,20180320
615,0.0,Buy,612,20180320,201803200616,4.37,13300.0,143000,600582.SH,201803200051,20180320
616,0.0,Buy,617,20180320,201803200617,9.23,826700.0,143000,600787.SH,201803200051,20180320
617,0.0,Buy,618,20180320,201803200618,13.13,4900.0,143000,600037.SH,201803200051,20180320
618,0.0,Buy,614,20180320,201803200619,13.29,11200.0,143000,601311.SH,201803200051,20180320
619,0.0,Sell,620,20180320,201803200620,17.23,433000.0,143000,000887.SZ,201803200051,20180320
620,0.0,Sell,613,20180320,201803200621,12.05,6500.0,143000,000400.SZ,201803200051,20180320
621,0.0,Sell,627,20180321,201803210622,12.33,58200.0,143000,000400.SZ,201803210052,20180321
622,0.0,Sell,635,20180321,201803210623,14.33,32500.0,143000,600329.SH,201803210052,20180321
623,0.0,Sell,622,20180321,201803210624,22.54,26700.0,143000,600195.SH,201803210052,20180321
624,0.0,Sell,631,20180321,201803210625,9.16,48700.0,143000,600787.SH,201803210052,20180321
625,0.0,Sell,633,20180321,201803210626,23.11,28100.0,143000,002440.SZ,201803210052,20180321
626,0.0,Sell,632,20180321,201803210627,13.33,45800.0,143000,600037.SH,201803210052,20180321
627,0.0,Sell,624,20180321,201803210628,6.87,81200.0,143000,600757.SH,201803210052,20180321
628,0.0,Sell,629,20180321,201803210629,8.68,66400.0,143000,000541.SZ,201803210052,20180321
629,0.0,Sell,630,20180321,201803210630,11.35,41200.0,143000,002233.SZ,201803210052,20180321
630,0.0,Sell,626,20180321,201803210631,4.39,131700.0,143000,600582.SH,201803210052,20180321
631,0.0,Sell,625,20180321,201803210632,23.71,23300.0,143000,000581.SZ,201803210052,20180321
632,0.0,Buy,634,20180321,201803210633,17.43,408800.0,143000,000887.SZ,201803210052,20180321
633,0.0,Sell,628,20180321,201803210634,13.33,40000.0,143000,601311.SH,201803210052,20180321
634,0.0,Sell,623,20180321,201803210635,26.0,15600.0,143000,600750.SH,201803210052,20180321
635,0.0,Sell,643,20180322,201803220636,8.63,2200.0,143000,000541.SZ,201803220053,20180322
636,0.0,Sell,642,20180322,201803220637,13.22,1800.0,143000,601311.SH,201803220053,20180322
637,0.0,Sell,641,20180322,201803220638,12.47,22100.0,143000,000400.SZ,201803220053,20180322
638,0.0,Buy,637,20180322,201803220639,25.55,4700.0,143000,600750.SH,201803220053,20180322
639,0.0,Buy,648,20180322,201803220640,16.92,13700.0,143000,000887.SZ,201803220053,20180322
640,0.0,Sell,646,20180322,201803220641,13.51,17200.0,143000,600037.SH,201803220053,20180322
641,0.0,Sell,639,20180322,201803220642,23.43,1400.0,143000,000581.SZ,201803220053,20180322
642,0.0,Buy,647,20180322,201803220643,22.65,8800.0,143000,002440.SZ,201803220053,20180322
643,0.0,Buy,636,20180322,201803220644,21.73,10700.0,143000,600195.SH,201803220053,20180322
644,0.0,Buy,645,20180322,201803220645,8.99,10100.0,143000,600787.SH,201803220053,20180322
645,0.0,Sell,649,20180322,201803220646,14.28,10700.0,143000,600329.SH,201803220053,20180322
646,0.0,Sell,640,20180322,201803220647,4.36,8100.0,143000,600582.SH,201803220053,20180322
647,0.0,Sell,644,20180322,201803220648,11.29,4100.0,143000,002233.SZ,201803220053,20180322
648,0.0,Sell,638,20180322,201803220649,6.84,4900.0,143000,600757.SH,201803220053,20180322
649,0.0,Buy,658,20180323,201803230650,10.61,8500.0,143000,002233.SZ,201803230054,20180323
650,0.0,Sell,655,20180323,201803230651,12.2,2500.0,143000,000400.SZ,201803230054,20180323
651,0.0,Buy,652,20180323,201803230652,6.58,4300.0,143000,600757.SH,201803230054,20180323
652,0.0,Buy,651,20180323,201803230653,24.27,4300.0,143000,600750.SH,201803230054,20180323
653,0.0,Sell,659,20180323,201803230654,8.56,12500.0,143000,600787.SH,201803230054,20180323
654,0.0,Buy,653,20180323,201803230655,22.42,1000.0,143000,000581.SZ,201803230054,20180323
655,0.0,Buy,661,20180323,201803230656,20.72,10400.0,143000,002440.SZ,201803230054,20180323
656,0.0,Sell,654,20180323,201803230657,4.2,12500.0,143000,600582.SH,201803230054,20180323
657,0.0,Sell,650,20180323,201803230658,20.89,5800.0,143000,600195.SH,201803230054,20180323
658,0.0,Buy,660,20180323,201803230659,13.1,14200.0,143000,600037.SH,201803230054,20180323
659,0.0,Sell,662,20180323,201803230660,16.19,5800.0,143000,000887.SZ,201803230054,20180323
660,0.0,Sell,663,20180323,201803230661,13.92,9400.0,143000,600329.SH,201803230054,20180323
661,0.0,Sell,657,20180323,201803230662,8.34,13800.0,143000,000541.SZ,201803230054,20180323
662,0.0,Buy,656,20180323,201803230663,12.83,1100.0,143000,601311.SH,201803230054,20180323
663,0.0,Sell,676,20180326,201803260664,12.31,80000.0,143000,600037.SH,201803260055,20180326
664,0.0,Sell,680,20180326,201803260665,13.9,89900.0,143000,600329.SH,201803260055,20180326
665,0.0,Sell,671,20180326,201803260666,11.25,66300.0,143000,000400.SZ,201803260055,20180326
666,0.0,Sell,665,20180326,201803260667,24.06,53800.0,143000,600750.SH,201803260055,20180326
667,0.0,Sell,677,20180326,201803260668,20.81,66400.0,143000,002440.SZ,201803260055,20180326
668,0.0,Sell,670,20180326,201803260669,4.13,269900.0,143000,600582.SH,201803260055,20180326
669,0.0,Sell,679,20180326,201803260670,16.07,81800.0,143000,000887.SZ,201803260055,20180326
670,0.0,Buy,668,20180326,201803260671,6.72,817800.0,143000,601128.SH,201803260055,20180326
671,0.0,Sell,667,20180326,201803260672,21.91,49000.0,143000,000581.SZ,201803260055,20180326
672,0.0,Sell,666,20180326,201803260673,6.47,182600.0,143000,600757.SH,201803260055,20180326
673,0.0,Sell,673,20180326,201803260674,8.3,140000.0,143000,000541.SZ,201803260055,20180326
674,0.0,Sell,675,20180326,201803260675,8.73,136600.0,143000,600787.SH,201803260055,20180326
675,0.0,Sell,674,20180326,201803260676,10.59,120400.0,143000,002233.SZ,201803260055,20180326
676,0.0,Sell,664,20180326,201803260677,21.34,66100.0,143000,600195.SH,201803260055,20180326
677,0.0,Buy,678,20180326,201803260678,13.04,420900.0,143000,600633.SH,201803260055,20180326
678,0.0,Sell,672,20180326,201803260679,12.57,92300.0,143000,601311.SH,201803260055,20180326
679,0.0,Buy,669,20180326,201803260680,5.26,1042800.0,143000,002195.SZ,201803260055,20180326
680,0.0,Sell,696,20180327,201803270681,17.08,400.0,143000,000887.SZ,201803270056,20180327
681,0.0,Sell,688,20180327,201803270682,11.57,489100.0,143000,000400.SZ,201803270056,20180327
682,0.0,Sell,682,20180327,201803270683,6.65,3900.0,143000,600757.SH,201803270056,20180327
683,0.0,Buy,681,20180327,201803270684,24.63,1600.0,143000,600750.SH,201803270056,20180327
684,0.0,Buy,684,20180327,201803270685,18.9,304000.0,143000,600270.SH,201803270056,20180327
685,0.0,Sell,686,20180327,201803270686,5.53,20900.0,143000,002195.SZ,201803270056,20180327
686,0.0,Sell,690,20180327,201803270687,8.57,2100.0,143000,000541.SZ,201803270056,20180327
687,0.0,Sell,693,20180327,201803270688,12.69,1200.0,143000,600037.SH,201803270056,20180327
688,0.0,Buy,685,20180327,201803270689,6.91,6500.0,143000,601128.SH,201803270056,20180327
689,0.0,Buy,683,20180327,201803270690,22.38,3500.0,143000,000581.SZ,201803270056,20180327
690,0.0,Buy,692,20180327,201803270691,8.82,6500.0,143000,600787.SH,201803270056,20180327
691,0.0,Buy,697,20180327,201803270692,14.41,2700.0,143000,600329.SH,201803270056,20180327
692,0.0,Sell,691,20180327,201803270693,11.01,1100.0,143000,002233.SZ,201803270056,20180327
693,0.0,Buy,694,20180327,201803270694,21.59,1200.0,143000,002440.SZ,201803270056,20180327
694,0.0,Sell,695,20180327,201803270695,13.6,1200.0,143000,600633.SH,201803270056,20180327
695,0.0,Sell,689,20180327,201803270696,13.01,7700.0,143000,601311.SH,201803270056,20180327
696,0.0,Buy,687,20180327,201803270697,4.24,5200.0,143000,600582.SH,201803270056,20180327
697,0.0,Buy,709,20180328,201803280698,8.86,129100.0,143000,600787.SH,201803280057,20180328
698,0.0,Sell,702,20180328,201803280699,18.58,304000.0,143000,600270.SH,201803280057,20180328
699,0.0,Sell,703,20180328,201803280700,7.06,824300.0,143000,601128.SH,201803280057,20180328
700,0.0,Sell,704,20180328,201803280701,5.52,1021900.0,143000,002195.SZ,201803280057,20180328
701,0.0,Buy,710,20180328,201803280702,12.55,102500.0,143000,600037.SH,201803280057,20180328
702,0.0,Buy,699,20180328,201803280703,24.93,43000.0,143000,600750.SH,201803280057,20180328
703,0.0,Buy,714,20180328,201803280704,14.47,80500.0,143000,600329.SH,201803280057,20180328
704,0.0,Buy,706,20180328,201803280705,12.95,96200.0,143000,601311.SH,201803280057,20180328
705,0.0,Buy,705,20180328,201803280706,4.14,313500.0,143000,600582.SH,201803280057,20180328
706,0.0,Buy,712,20180328,201803280707,13.56,87500.0,143000,600633.SH,201803280057,20180328
707,0.0,Buy,701,20180328,201803280708,22.13,56800.0,143000,000581.SZ,201803280057,20180328
708,0.0,Buy,711,20180328,201803280709,20.91,62000.0,143000,002440.SZ,201803280057,20180328
709,0.0,Buy,698,20180328,201803280710,21.38,67400.0,143000,600195.SH,201803280057,20180328
710,0.0,Buy,713,20180328,201803280711,17.04,66100.0,143000,000887.SZ,201803280057,20180328
711,0.0,Buy,707,20180328,201803280712,8.55,140300.0,143000,000541.SZ,201803280057,20180328
712,0.0,Buy,700,20180328,201803280713,6.66,173700.0,143000,600757.SH,201803280057,20180328
