code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,开盘价,开板价格,开板涨幅%(未开板未截止目前累计涨幅%),涨停板个数,历史最高,历史最高涨幅%,现价
300504,N天邑,通信设备,四川,21.87,0.67,2.67,196783.86,0.0,0.0,0.0,0.0,0.86,4.23,4.45,20180330,0.0,0.0,31.67,51.32,0.0,9.76,126696.0,15.67,"未开板, 当前价格： 18.81",20.038289725590293,1,18.81,20.038289725590293,18.81
603214,N爱婴室,百货,上海,30.7,0.25,1.0,76961.15,61297.16,7078.72,2911.81,0.29,0.9359999999999999,4.99,5.76,20180330,25456.17,2.55,14.06,26.47,28.41,5.18,26639.0,0.0,0,0.0,0,0.0,0.0,0.0
603803,瑞斯康达,通信设备,北京,48.36,0.57,4.21,350456.31,304554.13,27475.74,68428.11,1.63,0.32,5.73,3.43,20170420,115344.52,2.74,0.0,0.0,52.54,8.38,30381.0,0.0,0,0.0,0,0.0,0.0,0.0
603722,阿科力,化工原料,江苏,59.63,0.22,0.87,46842.09,14853.99,11813.88,5405.39,0.62,0.469,4.57,8.15,20171025,16452.42,1.9,0.0,0.0,31.51,19.23,24007.0,0.0,0,0.0,0,0.0,0.0,0.0
002888,惠威科技,元器件,广东,79.91,0.21,0.83,46744.26,33464.35,6644.56,18065.27,2.17,0.33,5.22,5.43,20170721,14613.25,1.76,0.0,0.0,37.83,12.38,10000.0,10.76,27.15,152.32342007434946,9,41.3,283.8289962825279,28.35
603976,正川股份,医疗保健,重庆,33.45,0.27,1.08,103444.47,70124.05,29017.1,59884.21,5.54,0.596,8.68,3.06,20170822,20481.57,1.9,0.0,0.0,31.87,16.83,15008.0,0.0,0,0.0,0,0.0,0.0,0.0
002916,深南电路,元器件,深圳,48.91,0.7,2.8,744339.0,388232.59,285408.22,212300.27,7.58,2.13,11.31,6.92,20171213,66813.99,2.39,23.67,63.44,22.4,7.88,57100.0,23.16,92.8,300.69084628670123,14,103.5,346.8911917098446,78.27
300726,宏达电子,元器件,湖南,78.12,0.4,4.0,100780.3,80427.53,8466.57,30503.05,0.76,0.366,2.53,15.08,20171121,23141.2,0.58,0.0,0.0,70.73,39.73,79196.0,13.39,31.4,134.50336071695293,9,38.15,184.91411501120237,38.15
300708,聚灿光电,半导体,江苏,65.58,0.64,2.57,147835.27,75164.55,46085.87,25434.1,0.99,0.54,2.77,10.12,20171016,18079.84,0.7,29.32,81.53,28.97,17.72,37173.0,3.64,36.09,891.4835164835166,25,40.1,1001.6483516483516,28.04
300684,中石科技,化工原料,北京,138.4,0.22,0.87,61019.13,33648.35,24754.74,12281.78,1.41,0.342,5.45,11.57,20171227,15325.42,1.76,0.0,0.0,34.84,10.49,45590.0,10.56,53.05,402.36742424242414,17,65.08,516.2878787878788,63.12
300667,必创科技,电器仪表,北京,308.48,0.17,0.68,37714.45,32652.55,3711.46,15951.51,2.35,0.19,5.28,10.81,20170619,9387.41,1.38,0.0,0.0,51.56,13.03,8111.0,14.19,38.2,169.2036645525018,10,57.18,302.95983086680764,57.08
300701,森霸股份,元器件,河南,58.32,0.2,0.8,45834.53,39986.73,4519.26,22313.09,2.79,0.92,5.46,8.01,20170915,11183.82,1.4,14.14,28.2,53.57,33.85,14055.0,15.77,46.63,195.68801521876986,11,63.06,299.8731769181992,43.78
300666,江丰电子,元器件,浙江,324.78,0.55,2.19,82415.53,39810.8,26977.44,18895.57,0.86,0.21,2.59,29.52,20170615,12228.53,0.56,0.0,0.0,32.25,9.92,30908.0,5.57,29.48,429.26391382405745,17,88.18,1483.123877917415,76.45
300631,久吾高科,环境保护,江苏,95.64,0.71,1.03,74781.38,60034.55,11360.82,14187.5,1.38,0.27,5.66,5.64,20170323,29292.75,2.85,14.67,-13.99,40.83,13.86,12947.0,14.36,54.23,277.6462395543175,14,59.57,314.83286908078,31.9
603712,七一二,通信设备,天津,300.07,1.0,7.72,348015.5,277392.63,57633.35,63780.73,0.83,0.1,2.29,17.42,20180226,20558.85,0.27,0.0,0.0,49.57,8.39,88473.0,0.0,0,0.0,0,0.0,0.0,0.0
603283,赛腾股份,专用机械,江苏,45.63,0.4,1.6,87999.36,72952.13,7978.27,5622.12,0.35,0.521,3.12,10.15,20171225,17066.89,1.07,0.0,0.0,51.08,17.79,13767.0,0.0,0,0.0,0,0.0,0.0,0.0
603110,东方材料,染料涂料,浙江,44.01,0.26,1.03,47756.85,30151.75,11568.61,1820.18,0.18,0.58,4.29,5.95,20171013,22148.18,2.16,0.0,0.0,36.14,14.3,28303.0,0.0,0,0.0,0,0.0,0.0,0.0
603096,新经典,出版业,天津,44.22,0.33,1.35,168006.69,161971.3,582.82,92305.61,6.85,1.49,10.87,7.15,20170425,39869.48,2.96,0.0,0.0,43.78,25.57,5077.0,0.0,0,0.0,0,0.0,0.0,0.0
300653,正海生物,医疗保健,山东,63.72,0.2,0.8,50210.6,42945.64,2476.31,26941.81,3.37,0.56,5.75,7.14,20170516,10327.67,1.29,0.0,0.0,94.14,29.23,10248.0,15.47,41.8,170.20038784744668,11,47.4,206.3994828700711,41.05
300730,科创信息,软件服务,湖南,1022.77,0.23,0.93,32997.26,24184.0,6611.02,742.65,0.08,0.037000000000000005,2.51,20.23,20171205,8310.85,0.89,0.0,0.0,36.0,2.69,48600.0,11.03,44.68,305.07706255666363,15,50.85,361.0154125113327,50.85
300634,彩讯股份,软件服务,深圳,50.49,0.4,4.0,100621.55,65063.45,1320.74,26752.97,0.67,0.32899999999999996,2.43,6.84,20180323,19710.35,0.49,33.46,44.54,48.01,21.36,77432.0,9.46,"未开板, 当前价格： 16.62",75.68710359408033,6,16.62,75.68710359408033,16.62
002930,宏川智慧,仓储物流,广东,39.03,0.61,2.43,187270.8,13539.2,103894.4,60574.51,2.49,0.381,6.54,2.27,20180328,38270.21,1.57,-0.74,10.33,56.59,25.41,115451.0,10.24,"未开板, 当前价格： 14.86",45.11718749999999,3,14.86,45.11718749999999,14.86
300514,友讯达,通信设备,深圳,56.25,0.25,1.0,68944.21,66716.28,1369.74,21389.97,2.14,0.53,4.86,7.3,20170426,13530.61,1.35,0.0,0.0,41.98,13.49,11522.0,11.17,38.24,242.3455684870188,13,40.0,258.10205908683974,35.46
600929,湖南盐业,食品,湖南,45.01,1.5,9.18,310491.63,78859.31,139873.81,24281.5,0.26,0.174,2.35,3.33,20180326,71625.13,0.78,1.3,15.06,47.71,7.24,140295.0,4.45,"未开板, 当前价格： 7.82",75.73033707865169,5,7.82,75.73033707865169,7.82
603063,禾望电气,电气设备,深圳,29.09,0.6,4.2,274334.81,262533.91,4063.26,93835.74,2.23,0.48,5.55,2.98,20170728,91865.61,2.19,0.0,0.0,57.91,28.3,28339.0,0.0,0,0.0,0,0.0,0.0,0.0
300650,太龙照明,电气设备,福建,57.17,0.16,0.63,64533.63,50354.9,7497.22,21584.25,3.42,0.89,7.42,6.28,20170503,17104.73,2.71,23.67,23.73,37.97,15.23,9143.0,18.41,46.91,154.80717001629546,11,52.17,183.3785985877241,46.57
002912,中新赛克,软件服务,深圳,62.27,0.17,0.67,163873.67,143497.66,5460.96,57853.13,8.67,2.57,17.08,7.23,20171121,47348.5,7.1,44.93,31.59,79.03,26.58,12930.0,36.26,92.81,155.9569773855488,9,164.77,354.4125758411473,123.55
603960,克来机电,专用机械,上海,93.8,0.4,1.04,58133.2,43866.51,8915.46,18635.67,1.79,0.28,4.22,7.57,20170314,11280.2,1.08,0.0,0.0,32.82,17.21,9857.0,0.0,0,0.0,0,0.0,0.0,0.0
300630,普利制药,化学制药,海南,123.33,0.66,1.22,78145.25,41208.8,10652.17,38821.34,3.18,0.54,5.89,13.84,20170328,14158.5,1.16,0.0,0.0,80.49,30.47,6743.0,13.79,42.27,206.52646845540252,11,86.08,524.2204496011602,81.5
603707,健友股份,化学制药,江苏,45.31,0.64,4.24,269476.06,219187.52,27411.5,61675.92,1.46,0.81,4.85,6.94,20170719,90558.78,2.14,91.22,22.15,46.38,28.24,10934.0,0.0,0,0.0,0,0.0,0.0,0.0
300620,光库科技,元器件,广东,64.63,0.22,0.88,52511.7,45596.14,1682.11,25831.32,2.94,0.52,5.21,7.89,20170310,10337.69,1.17,0.0,0.0,46.84,25.74,13827.0,14.95,56.27,276.3879598662208,15,62.52,318.1939799331104,41.12
300655,晶瑞股份,化工原料,江苏,76.23,0.22,0.88,91215.93,62853.13,17483.17,24988.8,2.83,0.46,5.05,6.18,20170523,8995.71,1.02,21.52,6.72,28.38,6.77,8860.0,8.3,32.7,293.9759036144578,14,42.97,417.71084337349396,31.25
300706,阿石创,元器件,福建,134.29,0.2,0.78,54618.32,38031.87,12351.55,23252.9,2.97,0.59,5.2,15.25,20170926,8514.05,1.09,0.0,0.0,36.42,19.94,14685.0,11.96,74.5,522.9096989966555,19,123.55,933.0267558528427,79.28
002903,宇环数控,机床制造,湖南,50.11,0.25,1.0,46765.4,35099.05,5475.37,4677.06,0.47,0.9,4.38,10.27,20171013,17691.53,1.77,0.0,0.0,48.77,33.79,51373.0,15.34,56.48,268.1877444589309,13,64.27,318.97001303780957,44.96
002877,智能自控,电器仪表,江苏,100.03,0.31,1.22,82386.47,64636.5,5666.33,22719.17,1.86,0.44,4.79,8.14,20170605,20218.09,1.65,12.35,4.16,40.65,15.5,16200.0,10.08,29.4,191.66666666666666,11,40.01,296.9246031746032,38.99
300661,圣邦股份,元器件,北京,91.35,0.15,0.61,86190.96,82643.93,1150.35,43999.46,7.23,1.15,12.94,9.16,20170606,19735.47,3.24,0.0,0.0,43.62,16.02,5788.0,39.36,74.06,88.16056910569107,7,119.59,203.83638211382114,118.5
603103,横店影视,影视音像,浙江,43.5,0.53,4.53,304699.53,145542.88,76836.18,75497.65,1.67,0.8,4.36,7.29,20171012,67660.2,1.49,10.38,-7.16,23.98,13.13,30500.0,0.0,0,0.0,0,0.0,0.0,0.0
300604,长川科技,专用机械,浙江,136.8,0.19,0.78,45659.45,40452.9,469.01,22787.25,2.92,0.37,5.13,11.53,20170417,7984.97,1.02,0.0,0.0,57.5,25.64,7750.0,11.93,46.5,289.7736797988265,13,74.68,525.9849119865885,59.18
002863,今飞凯达,汽车配件,浙江,62.36,0.56,2.22,380894.66,196652.09,138137.55,29541.88,1.33,0.3,4.1,4.18,20170418,34964.18,1.58,12.47,-16.74,16.57,2.36,26655.0,6.58,23.17,252.12765957446814,12,24.77,276.44376899696044,17.14
002913,奥士康,半导体,湖南,41.61,0.36,1.44,190226.63,104183.22,81802.18,36910.96,2.56,0.7809999999999999,13.63,3.18,20171201,36008.44,2.5,0.0,0.0,23.97,9.18,30331.0,36.46,53.58,46.95556774547448,4,58.23,59.709270433351605,43.32
300671,富满电子,半导体,深圳,90.04,0.25,1.01,68242.43,51843.62,14202.12,25914.81,2.56,0.41,5.64,7.31,20170705,10927.21,1.08,0.0,0.0,27.95,11.63,10178.0,10.58,25.76,143.47826086956525,10,50.88,380.9073724007562,41.22
300643,万通智控,汽车配件,浙江,62.25,0.5,2.0,47352.26,34694.26,7265.92,13293.52,0.66,0.16,2.03,5.98,20170505,6597.15,0.33,0.0,0.0,31.97,12.6,22522.0,5.16,19.26,273.2558139534884,14,23.31,351.7441860465116,12.17
300628,亿联网络,通信设备,福建,29.89,0.37,1.49,286555.59,274086.88,1734.29,152470.25,10.21,3.49,19.11,6.67,20170317,102945.3,6.89,0.0,0.0,62.84,44.88,23900.0,106.4,346.62,225.7706766917293,11,378.0,255.26315789473685,127.43
300705,九典制药,化学制药,湖南,64.9,0.29,1.17,76920.25,51869.26,13084.78,39612.62,3.38,0.72,5.63,6.74,20171010,12709.62,1.08,42.01,25.76,51.93,12.83,18047.0,12.44,36.42,192.76527331189715,10,40.66,226.84887459807075,37.93
603725,天安新材,塑料,广东,60.53,0.37,1.47,127194.36,81453.65,36555.32,42226.6,2.88,0.31,5.2,3.6,20170906,17420.25,1.19,0.0,0.0,19.92,5.1,17397.0,0.0,0,0.0,0,0.0,0.0,0.0
300680,隆盛科技,汽车配件,江苏,114.66,0.17,0.68,46213.92,31780.6,10598.8,17261.03,2.54,0.24,4.97,6.14,20170725,8266.24,1.22,0.0,0.0,31.21,11.61,8348.0,10.42,29.77,185.700575815739,10,45.2,333.78119001919384,30.53
300689,澄天伟业,元器件,深圳,52.84,0.17,0.68,59502.82,38159.35,18233.74,25023.74,3.68,0.77,7.88,5.38,20170809,20285.0,2.98,0.0,0.0,36.29,18.99,11854.0,17.27,67.4,290.2721482339317,14,78.69,355.6456282570932,42.39
603233,大参林,医药商业,广东,46.8,0.4,4.0,529483.38,385012.53,65721.5,96451.31,2.41,0.99,6.6,8.66,20170731,120618.45,3.02,0.0,0.0,40.27,6.92,8873.0,0.0,0,0.0,0,0.0,0.0,0.0
002890,弘宇股份,农用机械,山东,42.83,0.17,0.67,59932.63,41328.84,15035.15,20516.05,3.08,0.72,7.55,4.38,20170802,20589.6,3.09,0.0,0.0,29.45,15.82,10636.0,15.31,31.08,103.00457217504896,6,46.6,204.37622468974527,33.09
002905,金逸影视,影视音像,广东,33.64,0.42,1.68,234963.84,128128.9,62620.42,1723.42,0.1,1.14,11.22,3.42,20171016,80151.4,4.77,0.0,0.0,26.06,8.77,28193.0,25.18,50.35,99.96028594122319,6,53.52,112.54964257347103,38.4
603527,众源新材,铜,安徽,39.4,0.31,1.24,115825.95,99296.0,11493.58,41750.87,3.36,0.62,6.28,4.06,20170907,19171.67,1.54,0.0,0.0,7.77,2.78,24796.0,0.0,0,0.0,0,0.0,0.0,0.0
603488,展鹏科技,电气设备,江苏,64.07,0.52,2.08,85888.0,70746.7,11986.28,32821.3,1.58,0.29,3.75,5.67,20170516,20415.85,0.98,0.0,0.0,39.27,25.17,20304.0,0.0,0,0.0,0,0.0,0.0,0.0
300668,杰恩设计,装修装饰,深圳,59.91,0.11,0.42,41349.9,31173.94,8561.62,20319.84,4.82,1.23,9.1,9.1,20170619,11754.1,2.79,0.0,0.0,50.75,23.49,8544.0,25.1,65.95,162.74900398406373,9,98.75,293.42629482071715,82.82
603055,台华新材,纺织,浙江,22.61,0.68,5.48,350262.25,201474.06,118167.81,72129.5,1.32,0.57,4.0,3.74,20170921,91141.0,1.66,0.0,0.0,28.34,13.47,65463.0,0.0,0,0.0,0,0.0,0.0,0.0
300648,星云股份,电器仪表,福建,64.53,0.17,0.68,63664.26,50674.81,6931.08,29323.72,4.33,0.73,7.35,7.55,20170425,12646.23,1.87,0.0,0.0,55.86,23.26,5455.0,18.89,60.31,219.26945473795658,11,89.99,376.38962413975645,55.52
603496,恒为科技,电脑设备,上海,47.58,0.25,1.0,75470.06,68643.18,5950.35,36088.59,3.61,0.67,6.55,5.38,20170607,16219.5,1.62,0.0,0.0,57.33,25.28,10200.0,0.0,0,0.0,0,0.0,0.0,0.0
603880,南卫股份,医疗保健,江苏,44.65,0.25,1.0,79917.36,59580.63,6927.55,26054.42,2.61,0.51,5.25,4.66,20170807,14259.19,1.43,0.0,0.0,27.34,11.41,14317.0,0.0,0,0.0,0,0.0,0.0,0.0
300663,科蓝软件,软件服务,北京,0.0,0.33,1.34,100504.81,95675.75,207.8,37248.46,2.78,-0.56,4.38,6.99,20170608,5791.01,0.43,0.0,0.0,34.29,-21.19,15286.0,8.72,26.2,200.45871559633022,11,34.88,300.00000000000006,30.65
603500,祥和实业,运输设备,浙江,38.16,0.32,1.26,84469.34,68559.8,10167.76,50089.93,3.98,0.58,6.07,3.78,20170904,12608.44,1.0,0.0,0.0,51.68,27.87,24404.0,0.0,0,0.0,0,0.0,0.0,0.0
603679,华体科技,电气设备,四川,60.06,0.25,1.01,66248.49,52862.53,5497.2,19407.0,1.92,0.36,4.94,4.82,20170621,17812.61,1.76,0.0,0.0,34.15,10.35,8190.0,0.0,0,0.0,0,0.0,0.0,0.0
300633,开立医疗,医疗保健,深圳,79.89,0.4,4.0,132820.06,111001.67,4207.62,20820.48,0.52,0.3,2.65,11.54,20170406,33238.78,0.83,61.91,116.6,68.95,17.99,10615.0,6.28,22.0,250.3184713375796,12,31.52,401.9108280254777,30.58
603076,乐惠国际,专用机械,浙江,34.22,0.19,0.75,130206.77,107880.17,15930.37,19900.86,2.67,0.711,7.66,4.23,20171113,12812.15,1.72,0.0,0.0,28.22,8.29,17463.0,0.0,0,0.0,0,0.0,0.0,0.0
300707,威唐工业,专用机械,江苏,45.34,0.2,0.79,78813.49,59395.21,12535.26,34471.37,4.39,1.22,7.38,7.51,20171010,13002.28,1.65,0.0,0.0,46.67,21.59,13101.0,18.11,53.88,197.5151849806737,10,74.39,310.76753175041415,55.45
300723,一品红,化学制药,广东,44.65,0.4,1.6,80522.63,45895.98,15955.37,5294.9,0.33,0.688,7.01,5.84,20171116,26448.46,1.65,0.0,0.0,55.82,10.61,23849.0,20.46,39.16,91.39784946236557,7,45.98,124.7311827956989,40.96
002902,铭普光磁,元器件,广东,64.58,0.35,1.4,167883.38,136394.7,24676.77,52338.06,3.74,0.71,7.46,4.97,20170929,33944.12,2.42,7.32,-11.36,17.74,5.32,30375.0,16.96,52.2,207.7830188679245,12,60.77,258.313679245283,37.07
300683,海特生物,生物制药,湖北,38.16,0.26,1.03,187861.19,172876.52,7406.18,99059.78,9.58,1.051,15.85,3.38,20170808,47097.12,4.56,0.0,0.0,95.45,18.83,17927.0,43.48,57.0,31.09475620975162,3,73.85,69.84820607175712,53.5
603776,永安行,公共交通,江苏,60.83,0.24,0.96,205406.72,134980.34,11376.96,74234.21,7.73,1.02,12.54,5.34,20170817,33828.28,3.52,0.0,0.0,25.07,10.55,16701.0,0.0,0,0.0,0,0.0,0.0,0.0
300623,捷捷微电,半导体,江苏,43.01,0.37,0.94,133111.38,91724.8,25565.35,71621.06,7.65,1.203,13.04,5.29,20170314,33622.19,3.59,0.0,0.0,56.49,35.61,15562.0,33.16,102.93,210.40410132689993,12,113.56,242.46079613992768,69.0
300739,明阳电路,元器件,深圳,41.45,0.31,1.23,96984.0,54019.57,36262.06,26068.9,2.12,0.7559999999999999,5.45,7.67,20180201,14147.72,1.15,0.0,0.0,32.15,11.74,61548.0,29.44,42.31,43.71603260869565,5,50.49,71.50135869565217,41.78
603501,韦尔股份,半导体,上海,139.7,0.42,4.56,204200.45,169034.19,17705.68,20316.35,0.45,0.24,2.73,15.01,20170504,47177.93,1.04,0.0,0.0,19.1,6.2,22079.0,0.0,0,0.0,0,0.0,0.0,0.0
603078,江化微,化工原料,江苏,72.95,0.15,0.6,88245.27,59693.94,16189.12,37458.55,6.24,0.95,12.46,5.24,20170410,28535.31,4.76,6.37,-22.14,35.13,15.15,5195.0,0.0,0,0.0,0,0.0,0.0,0.0
002880,卫光生物,生物制药,深圳,42.45,0.27,1.08,134295.95,86767.21,23844.31,63930.23,5.92,1.19,10.7,5.24,20170616,36055.51,3.34,0.0,0.0,45.93,24.26,17771.0,33.14,78.26,136.14966807483404,9,81.68,146.46952323476165,56.05
603083,剑桥科技,通信设备,上海,62.18,0.24,0.98,184472.72,123587.26,42335.89,27968.4,2.86,0.563,9.91,4.71,20171110,34414.28,3.52,0.0,0.0,15.45,2.98,17000.0,0.0,0,0.0,0,0.0,0.0,0.0
300717,华信新材,塑料,江苏,56.09,0.16,0.64,56340.43,36414.71,15277.92,27629.1,4.32,0.87,7.9,4.78,20171106,14802.45,2.31,24.59,2.13,29.58,15.18,14533.0,17.09,48.7,184.9619660620246,10,52.2,205.44177881802224,37.76
002870,香山股份,电器仪表,广东,43.83,0.28,1.11,97896.68,73426.71,18021.32,46900.23,4.22,0.72,7.26,3.89,20170515,18688.01,1.68,12.21,-31.34,29.98,7.69,16943.0,24.53,40.12,63.55483081940479,5,47.4,93.23277619241742,28.2
603367,辰欣药业,化学制药,山东,32.89,1.0,4.53,474188.81,308525.56,116449.76,188167.36,4.15,0.97,8.21,3.24,20170929,121580.56,2.68,15.51,48.74,51.08,12.4,51681.0,0.0,0,0.0,0,0.0,0.0,0.0
002878,元隆雅图,文教休闲,北京,48.64,0.19,0.77,64056.46,61544.55,2195.7,27841.66,3.63,0.79,6.76,6.45,20170606,12602.85,1.65,0.0,0.0,24.59,8.96,11903.0,17.38,43.0,147.4108170310702,8,53.62,208.51553509781357,43.6
603326,我乐家居,家居用品,江苏,61.37,0.4,1.61,102061.71,60829.38,21479.1,40810.96,2.53,0.3,4.38,4.68,20170616,13480.7,0.84,0.0,0.0,37.09,6.84,10224.0,0.0,0,0.0,0,0.0,0.0,0.0
300722,新余国科,专用机械,江西,84.08,0.2,0.8,43229.96,20194.17,17876.42,7793.16,0.97,0.34600000000000003,3.69,10.5,20171110,6789.25,0.85,0.0,0.0,47.23,19.67,40001.0,11.75,40.7,246.3829787234043,13,44.77,281.0212765957447,38.75
603335,迪生力,汽车配件,广东,60.77,0.63,2.53,85590.4,62882.2,10547.92,19326.0,0.76,0.14,2.26,4.26,20170620,10489.32,0.41,0.0,0.0,34.22,4.97,21703.0,0.0,0,0.0,0,0.0,0.0,0.0
603387,基蛋生物,生物制药,江苏,42.35,0.33,1.33,117586.5,97487.6,13610.1,69607.67,5.24,1.3,8.24,7.12,20170717,23361.14,1.76,0.0,0.0,83.99,41.78,13968.0,0.0,0,0.0,0,0.0,0.0,0.0
300738,奥飞数据,电信运营,广东,76.53,0.16,0.65,33440.9,0.0,0.0,0.0,0.0,0.76,5.24,14.79,20180119,0.0,0.0,0.0,0.0,0.0,17.33,32672.0,21.78,61.01,180.119375573921,11,83.88,285.1239669421487,77.5
002858,力盛赛车,文教休闲,上海,500.52,0.31,0.63,41813.73,30487.98,6666.91,17421.46,2.76,0.06,6.37,6.28,20170324,11501.69,1.82,0.0,0.0,28.86,2.96,7270.0,12.8,78.14,510.46875,18,83.37,551.328125,40.03
300672,国科微,半导体,湖南,1310.63,0.28,1.12,96894.68,71145.5,7825.18,69048.31,6.18,0.05,8.66,8.2,20170712,10634.24,0.95,0.0,0.0,48.04,2.52,15712.0,10.18,25.31,148.62475442043223,8,78.48,670.9233791748528,70.97
603656,泰禾光电,专用机械,安徽,37.55,0.45,1.06,90504.56,76266.75,11164.28,36806.35,3.46,0.63,7.55,3.85,20170321,29345.72,2.76,2.05,4.24,54.65,21.72,10509.0,0.0,0,0.0,0,0.0,0.0,0.0
603396,金辰股份,专用机械,辽宁,36.43,0.19,0.76,144404.7,120942.6,16096.63,45521.01,6.02,1.27,10.93,3.36,20171018,26411.9,3.5,33.17,16.48,44.26,13.34,12745.0,0.0,0,0.0,0,0.0,0.0,0.0
300709,精研科技,元器件,江苏,34.25,0.22,0.88,104817.97,51288.05,36566.43,11419.26,1.3,1.78,14.44,4.23,20171019,26389.69,3.0,0.0,0.0,40.49,17.04,16000.0,46.44,91.01,95.97329888027565,7,112.6,142.46339362618434,61.03
300678,中科信息,软件服务,四川,376.82,0.25,1.0,66166.78,52995.73,1981.14,25884.55,2.59,0.15,5.23,11.72,20170728,10997.0,1.1,0.0,0.0,33.38,9.75,20478.0,9.42,27.3,189.80891719745225,10,92.99,887.1549893842888,61.32
300735,光弘科技,通信设备,广东,44.21,0.89,3.55,106216.22,48046.23,48601.87,23199.53,0.65,0.397,4.53,5.17,20171229,22749.5,0.64,0.0,0.0,27.77,14.27,58300.0,11.99,29.64,147.20600500417012,8,30.8,156.88073394495416,23.4
603232,格尔软件,软件服务,上海,209.03,0.15,0.61,54129.46,42022.75,5866.74,25028.39,4.1,0.2,8.44,5.8,20170421,17647.72,2.89,0.0,0.0,59.28,8.55,8076.0,0.0,0,0.0,0,0.0,0.0,0.0
603920,世运电路,元器件,广东,31.35,0.89,4.02,294390.53,242341.84,41304.05,131502.31,3.27,0.46,5.78,2.85,20170426,53326.1,1.33,0.0,0.0,23.67,10.74,42042.0,0.0,0,0.0,0,0.0,0.0,0.0
300635,达安股份,建筑施工,广东,44.48,0.34,1.36,71383.88,61292.0,3714.35,22032.56,1.62,0.41,4.4,3.85,20170331,21221.7,1.56,-0.29,-6.07,34.69,12.73,12400.0,16.36,36.62,123.83863080684596,9,54.65,234.04645476772617,16.94
002897,意华股份,元器件,浙江,42.41,0.27,1.07,153624.31,112498.31,27231.19,57790.38,5.42,0.69,10.31,3.78,20170907,36858.78,3.46,0.0,0.0,27.95,8.38,20500.0,24.82,52.0,109.50846091861402,7,63.58,156.16438356164383,39.02
300692,中环环保,环境保护,安徽,84.24,0.27,1.07,102854.4,36178.81,4976.6,41560.71,3.9,0.42,6.53,5.55,20170821,15655.42,1.47,0.0,0.0,45.89,26.48,22671.0,10.54,56.02,431.49905123339664,17,66.77,533.4914611005693,36.26
300718,长盛轴承,机械基件,浙江,34.2,0.25,1.0,65926.93,35170.96,21691.15,11251.0,1.13,0.93,10.16,4.18,20171106,33853.01,3.39,0.0,0.0,38.29,22.22,15314.0,22.27,51.17,129.77099236641223,8,56.98,155.85990121239334,42.42
300725,药石科技,化工原料,江苏,113.11,0.18,0.73,36124.62,22444.4,8258.13,17407.75,2.37,0.718,6.75,16.04,20171110,6652.74,0.91,0.0,0.0,64.88,26.89,12467.0,13.58,67.7,398.52724594992634,16,143.0,953.0191458026508,108.25
300715,凯伦股份,其他建材,江苏,74.13,0.18,0.72,66563.77,49361.43,14090.9,19453.36,2.7,0.78,5.3,8.65,20171026,10222.87,1.42,46.57,10.77,37.59,11.31,11200.0,15.0,54.7,264.6666666666667,12,55.97,273.1333333333333,45.89
300685,艾德生物,生物制药,福建,105.78,0.2,0.8,67973.31,53230.9,12764.17,39687.85,4.96,0.848,7.79,15.36,20170802,13857.11,1.73,0.0,0.0,92.28,27.97,14639.0,16.63,91.8,452.0144317498497,17,123.0,639.6271797955502,119.65
300627,华测导航,通信设备,上海,72.9,0.5,1.23,95269.3,88869.28,2105.35,37333.87,3.03,0.59,6.51,7.77,20170321,19288.67,1.56,0.0,0.0,54.56,14.97,16380.0,15.32,61.0,298.17232375979114,14,68.0,343.864229765013,50.52
300651,金陵体育,文教休闲,江苏,107.74,0.19,0.76,76873.36,42817.45,17594.25,24851.65,3.28,0.35,7.78,4.98,20170509,24442.67,3.23,0.0,0.0,43.68,10.29,8673.0,16.45,43.88,166.74772036474167,9,46.55,182.97872340425533,38.71
002882,金龙羽,电气设备,深圳,28.98,0.8,4.25,167872.94,140300.13,19630.26,55981.5,1.32,0.49,3.27,3.97,20170717,35030.9,0.82,32.03,61.22,16.84,8.04,34634.0,7.44,16.63,123.52150537634405,8,20.33,173.25268817204298,12.97
002859,洁美科技,元器件,浙江,43.19,0.58,2.56,156297.41,77747.75,65208.28,64600.44,2.53,0.79,5.27,6.29,20170407,40015.18,1.56,32.26,42.07,40.13,19.69,21600.0,35.78,71.01,98.46282839575183,6,124.0,246.5623253214086,33.14
603466,风语筑,文教休闲,上海,41.68,0.36,1.44,193517.22,163840.27,21432.76,34495.55,2.4,1.025,6.68,8.53,20171020,25636.81,1.78,0.0,0.0,29.47,12.19,37538.0,0.0,0,0.0,0,0.0,0.0,0.0
002887,绿茵生态,建筑施工,天津,34.14,0.2,0.8,197914.13,192286.88,3713.65,106849.32,13.36,2.03,19.84,3.75,20170801,40498.98,5.06,0.0,0.0,40.36,26.26,14782.0,55.45,74.64,34.60775473399458,3,105.0,89.35978358881876,74.41
002909,集泰股份,化工原料,广东,50.65,0.3,1.2,62304.0,41796.75,9150.53,7847.68,0.65,0.309,4.04,5.16,20171026,9272.61,0.77,0.0,0.0,29.69,6.79,26270.0,9.86,28.37,187.72819472616635,12,32.9,233.6713995943205,20.84
002920,德赛西威,汽车配件,广东,32.52,1.0,5.5,442787.56,347101.78,52933.41,19826.17,0.36,0.852,6.77,5.46,20171226,87035.38,1.58,0.0,0.0,26.15,10.54,55000.0,24.5,44.56,81.87755102040818,5,48.75,98.9795918367347,36.95
